name,catalognumber,price,inInventory,picture,description,category,Wysokość,Szerokość,Specyfikacja
Lampa wisząca  RIO 110 biały LED 3000K TH.104 - Thoro,TH.104,1499.00,10,https://polskielampy.pl/images/thoro-all/mini/450px_104-1.jpg,"Lampa wisząca RIO 110 biały LED 3000K TH.104 - Thoro, Oświetlenie w formie ledowych okręgów LED sprawdzi się w każdym nowoczesnym wnętrzu. Lampy są obecnie bardzo popularne i chętnie wykorzystywane w designerskich aranżacjach wnętrz. Prezentujemy oryginalne unikatowe lampy Polskiego producenta światła Thoro. Prezentujemy lampy w stylu okręgi w wielu konfiguracjach pod względem rozmiaru, mocy, źródła światła oraz barwy.",LAMPY WISZĄCE RINGI LED,150,110,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL70W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca  RIO 110 czarny LED 3000K TH.103 - Thoro,TH.103,1499.00,10,https://polskielampy.pl/images/thoro-all/mini/450px_103-1.jpg,"Lampa wisząca RIO 110 czarny LED 3000K TH.103 - Thoro, Oświetlenie w formie ledowych okręgów LED sprawdzi się w każdym nowoczesnym wnętrzu. Lampy są obecnie bardzo popularne i chętnie wykorzystywane w designerskich aranżacjach wnętrz. Prezentujemy oryginalne unikatowe lampy Polskiego producenta światła Thoro. Prezentujemy lampy w stylu okręgi w wielu konfiguracjach pod względem rozmiaru, mocy, źródła światła oraz barwy.",LAMPY WISZĄCE RINGI LED,150,110,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL70W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca  RIO 78 biały LED 3000K TH.102 - Thoro,TH.102,1199.00,10,https://polskielampy.pl/images/thoro-all/mini/450px_102-1.jpg,"Lampa wisząca RIO 78 biały LED 3000K TH.102 - Thoro, Oświetlenie w formie ledowych okręgów LED sprawdzi się w każdym nowoczesnym wnętrzu. Lampy są obecnie bardzo popularne i chętnie wykorzystywane w designerskich aranżacjach wnętrz. Prezentujemy oryginalne unikatowe lampy Polskiego producenta światła Thoro. Prezentujemy lampy w stylu okręgi w wielu konfiguracjach pod względem rozmiaru, mocy, źródła światła oraz barwy.",LAMPY WISZĄCE RINGI LED,150,78,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL50W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca  RIO 78 czarny LED 3000K TH.101 - Thoro,TH.101,1199.00,10,https://polskielampy.pl/images/thoro-all/mini/450px_101-1.jpg,"Lampa wisząca RIO 78 czarny LED 3000K TH.101 - Thoro, Oświetlenie w formie ledowych okręgów LED sprawdzi się w każdym nowoczesnym wnętrzu. Lampy są obecnie bardzo popularne i chętnie wykorzystywane w designerskich aranżacjach wnętrz. Prezentujemy oryginalne unikatowe lampy Polskiego producenta światła Thoro. Prezentujemy lampy w stylu okręgi w wielu konfiguracjach pod względem rozmiaru, mocy, źródła światła oraz barwy.",LAMPY WISZĄCE RINGI LED,150,78,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL50W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca 1612/ZB Zambelis,1612/ZB,1540.39,10,https://polskielampy.pl/images//Zambelis/2019/mini/450px_1612.jpg,Lampa wisząca 1612/ZB Zambelis,LAMPY WISZĄCE RINGI LED,100 cm,45 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL45W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca 1616/ZB Zambelis,1616/ZB,4278.86,10,https://polskielampy.pl/images//Zambelis/2019/mini/450px_1616.jpg,Lampa wisząca 1616/ZB Zambelis,LAMPY WISZĄCE RINGI LED,100 cm,60 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL60W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca 180030/ZB Zambelis,180030/ZB,2318.37,10,https://polskielampy.pl/images//Zambelis/2019/mini/450px_180030.jpg,Lampa wisząca 180030/ZB Zambelis,LAMPY WISZĄCE RINGI LED,120 cm,80 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL135W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca 180031/ZB Zambelis,180031/ZB,2629.56,10,https://polskielampy.pl/images//Zambelis/2019/mini/450px_180031.jpg,Lampa wisząca 180031/ZB Zambelis,LAMPY WISZĄCE RINGI LED,120 cm,80 cm,Materiał:Metal   Kolor:Miedziany   Trzonek:Moduł LED   Moc żarówkiL135W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca 18150/ZB Zambelis,18150/ZB,4512.26,10,https://polskielampy.pl/images//Zambelis/2019/mini/450px_18150.jpg,Lampa wisząca 18150/ZB Zambelis,LAMPY WISZĄCE RINGI LED,,120 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL24W   Napięcie zasilaniaL230V   Ilość żarówekL4 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca Avali 80682 - Endon,80682/END,766.00,10,https://polskielampy.pl/images/Endon/2020/mini/450px_80682.jpg,"Lampa wisząca Avali 80682to połączenie niestandardowego designu z niezwykłą dbałością o szczegóły. Brytyjski producentEndonoferuje nowoczesny styl, interesujące wzornictwo z najlepszą jakością. Wyrafinowana stylistyka w szlachetnej kolorystyce zachwyci rewelacyjnym efektem wizualnym podkreślając we wnętrzu przyjemną i klimatyczną atmosferę. Zintegrowane źródło światła typu LED gwarantuje niebywale atrakcyjne oświetlenie i energooszczędność. Lampa wiszącaAvalidoskonale sprawdzi się w sypialni, kuchni, jadalni czy pokoju dziennym jako oryginalna dekoracja wnętrza.",LAMPY WISZĄCE RINGI LED,"30,5 cm",41 cm,Materiał:Tworzywo sztuczne   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL21W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLNie   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca biała Mercury 1 MER012 - Dar Lighting,MER012,566.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_MER012.jpg,"Lampa wisząca biała Mercury 1 MER012to połączenie funkcjonalnego wykonania z nowoczesnym designem. Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem. Wyrafinowana forma w subtelnej kolorystyce nada rewelacyjnego efektu wizualnego zachwycając delikatnością i uniwersalnością. Zintegrowane źródło światła typu LED gwarantuje niebywale atrakcyjne oświetlenie i energooszczędność. Interesująca propozycja podkreśli klimatyczny nastrój i przyjemną atmosferę w pomieszczeniu. Lampa wiszącaMercurydoskonale dopełni aranżację sypialni, kuchni czy pokoju dziennego jako wyjątkowa dekoracja.",LAMPY WISZĄCE RINGI LED,130 cm,30 cm,Materiał:Szkło   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL18W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca biała Mercury 1 MER862 - Dar Lighting,MER862,1026.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_MER862.jpg,"Lampa wisząca biała Mercury 1 MER862to połączenie funkcjonalnego wykonania z nowoczesnym designem. Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem. Wyrafinowana forma w subtelnej kolorystyce nada rewelacyjnego efektu wizualnego zachwycając delikatnością i uniwersalnością. Zintegrowane źródło światła typu LED gwarantuje niebywale atrakcyjne oświetlenie i energooszczędność. Interesująca propozycja podkreśli klimatyczny nastrój i przyjemną atmosferę w pomieszczeniu. Lampa wiszącaMercurydoskonale dopełni aranżację sypialni, kuchni czy pokoju dziennego jako wyjątkowa dekoracja.",LAMPY WISZĄCE RINGI LED,114 cm,50 cm,Materiał:Szkło   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL28W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca biała Mercury 1 MER882 - Dar Lighting,MER882,1388.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_MER882.jpg,"Lampa wisząca biała Mercury 1 MER882to połączenie funkcjonalnego wykonania z nowoczesnym designem. Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem. Wyrafinowana forma w subtelnej kolorystyce nada rewelacyjnego efektu wizualnego zachwycając delikatnością i uniwersalnością. Zintegrowane źródło światła typu LED gwarantuje niebywale atrakcyjne oświetlenie i energooszczędność. Interesująca propozycja podkreśli klimatyczny nastrój i przyjemną atmosferę w pomieszczeniu. Lampa wiszącaMercurydoskonale dopełni aranżację sypialni, kuchni czy pokoju dziennego jako wyjątkowa dekoracja.",LAMPY WISZĄCE RINGI LED,120 cm,60 cm,Materiał:Szkło   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL58W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca Charma 2 63046A/B - ONE Light,63046A/B,2321.00,10,https://polskielampy.pl/images/ONELIGHT/mini/450px_63046A-B.jpg,63046A/B czarna lampa wisząca LED 3000K 45W; zasilacz 24V w zestawie,LAMPY WISZĄCE RINGI LED,150 cm,65 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL45W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca Charma 2 63046A/W - ONE Light,63046A/W,2321.00,10,https://polskielampy.pl/images/ONELIGHT/mini/450px_63046A.jpg,63046A/W biała lampa wisząca LED 3000K 45W; zasilacz 24V w zestawie,LAMPY WISZĄCE RINGI LED,,65 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL45W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca Charma 3 63046B/W - ONE Light,63046B/W,2990.00,10,https://polskielampy.pl/images/ONELIGHT/mini/450px_63046B.jpg,63046B/W biała lampa wisząca LED 3000K 50W; zasilacz 24V w zestawie,LAMPY WISZĄCE RINGI LED,,80 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL50W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca Charma 63046/W - ONE Light,63046/W,1236.00,10,https://polskielampy.pl/images/ONELIGHT/mini/450px_63046.jpg,63046/W biała lampa wisząca LED 3000K 25W; zasilacz 24V w zestawie,LAMPY WISZĄCE RINGI LED,,100 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL25W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca CIRCLE 100 czarna ST-8848-100 - Step Into Design,ST-8848-100 black,2999.00,8,https://polskielampy.pl/images/STEPINTO/mini/450px_ST-8848-100 black.jpg,"Lampa wisząca stylowa CIRCLE 100 ST-8848-100 - Step Into Design, jest to propozycja dla ludzi ceniących sobie nowoczesny i prosty styl. Seria CIRCLE w swojej ofercie posiada zwisy w kształcie okręgu o różnych rozmiarach. Wykonane zostały z wysokiej jakości stali malowanej w trzech wariantach kolorystycznych: szczotkowanego niklu, szczotkowanego mosiądzu oraz czarnym. W lampach zastosowano moduł LED, który doskonale oświetli pomieszczenie światłem o białej, ciepłej barwie 3000K. W kolekcji znajdziemy okręgi o średnicy 120cm, 100cm, 80cm, 60cm oraz 40cm, dzięki czemu każdy dopasuje CIRCLE do swojego pomieszczenia. Zwis idealnie odnajdzie się w przestrzeniach domowych jak i komercyjnych.",LAMPY WISZĄCE RINGI LED,"209,5 cm",100 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL52W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca CIRCLE 40 czarna ST-8848-40 - Step Into Design,ST-8848-40 black,999.00,10,https://polskielampy.pl/images/STEPINTO/mini/450px_ST-8848-40 black.jpg,"Lampa wisząca stylowa CIRCLE 40 ST-8848-40 - Step Into Design, jest to propozycja dla ludzi ceniących sobie nowoczesny i prosty styl. Seria CIRCLE w swojej ofercie posiada zwisy w kształcie okręgu o różnych rozmiarach. Wykonane zostały z wysokiej jakości stali malowanej w trzech wariantach kolorystycznych: szczotkowanego niklu, szczotkowanego mosiądzu oraz czarnym. W lampach zastosowano moduł LED, który doskonale oświetli pomieszczenie światłem o białej, ciepłej barwie 3000K. W kolekcji znajdziemy okręgi o średnicy 120cm, 100cm, 80cm, 60cm oraz 40cm, dzięki czemu każdy dopasuje CIRCLE do swojego pomieszczenia. Zwis idealnie odnajdzie się w przestrzeniach domowych jak i komercyjnych.",LAMPY WISZĄCE RINGI LED,"209,5 cm",40 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL21W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca CIRCLE 40 nikiel ST-8848-40 - Step Into Design,ST-8848-40 nickel,999.00,10,https://polskielampy.pl/images/STEPINTO/mini/450px_ST-8848-40 nickel.jpg,"Lampa wisząca stylowa CIRCLE 40 ST-8848-40 - Step Into Design, jest to propozycja dla ludzi ceniących sobie nowoczesny i prosty styl. Seria CIRCLE w swojej ofercie posiada zwisy w kształcie okręgu o różnych rozmiarach. Wykonane zostały z wysokiej jakości stali malowanej w trzech wariantach kolorystycznych: szczotkowanego niklu, szczotkowanego mosiądzu oraz czarnym. W lampach zastosowano moduł LED, który doskonale oświetli pomieszczenie światłem o białej, ciepłej barwie 3000K. W kolekcji znajdziemy okręgi o średnicy 120cm, 100cm, 80cm, 60cm oraz 40cm, dzięki czemu każdy dopasuje CIRCLE do swojego pomieszczenia. Zwis idealnie odnajdzie się w przestrzeniach domowych jak i komercyjnych.",LAMPY WISZĄCE RINGI LED,"209,5 cm",40 cm,Materiał:Metal   Kolor:Srebrny   Trzonek:Moduł LED   Moc żarówkiL21W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca CIRCLE 60 czarna ST-8848-60 - Step Into Design,ST-8848-60 black,1499.00,10,https://polskielampy.pl/images/STEPINTO/mini/450px_ST-8848-60 black.jpg,"Lampa wisząca stylowa CIRCLE 60 ST-8848-60 - Step Into Design, jest to propozycja dla ludzi ceniących sobie nowoczesny i prosty styl. Seria CIRCLE w swojej ofercie posiada zwisy w kształcie okręgu o różnych rozmiarach. Wykonane zostały z wysokiej jakości stali malowanej w trzech wariantach kolorystycznych: szczotkowanego niklu, szczotkowanego mosiądzu oraz czarnym. W lampach zastosowano moduł LED, który doskonale oświetli pomieszczenie światłem o białej, ciepłej barwie 3000K. W kolekcji znajdziemy okręgi o średnicy 120cm, 100cm, 80cm, 60cm oraz 40cm, dzięki czemu każdy dopasuje CIRCLE do swojego pomieszczenia. Zwis idealnie odnajdzie się w przestrzeniach domowych jak i komercyjnych.",LAMPY WISZĄCE RINGI LED,"209,5 cm",60 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL32W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca CIRCLE 60 nikiel ST-8848-60 - Step Into Design,ST-8848-60 nickel,1499.00,10,https://polskielampy.pl/images/STEPINTO/mini/450px_ST-8848-60 nickel.jpg,"Lampa wisząca stylowa CIRCLE 60 ST-8848-60 - Step Into Design, jest to propozycja dla ludzi ceniących sobie nowoczesny i prosty styl. Seria CIRCLE w swojej ofercie posiada zwisy w kształcie okręgu o różnych rozmiarach. Wykonane zostały z wysokiej jakości stali malowanej w trzech wariantach kolorystycznych: szczotkowanego niklu, szczotkowanego mosiądzu oraz czarnym. W lampach zastosowano moduł LED, który doskonale oświetli pomieszczenie światłem o białej, ciepłej barwie 3000K. W kolekcji znajdziemy okręgi o średnicy 120cm, 100cm, 80cm, 60cm oraz 40cm, dzięki czemu każdy dopasuje CIRCLE do swojego pomieszczenia. Zwis idealnie odnajdzie się w przestrzeniach domowych jak i komercyjnych.",LAMPY WISZĄCE RINGI LED,"209,5 cm",60 cm,Materiał:Metal   Kolor:Srebrny   Trzonek:Moduł LED   Moc żarówkiL32W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca CIRCLE 80 czarna ST-8848-80 - Step Into Design,ST-8848-80 black,1999.00,10,https://polskielampy.pl/images/STEPINTO/mini/450px_ST-8848-80 black.jpg,"Lampa wisząca stylowa CIRCLE 80 ST-8848-80 - Step Into Design, jest to propozycja dla ludzi ceniących sobie nowoczesny i prosty styl. Seria CIRCLE w swojej ofercie posiada zwisy w kształcie okręgu o różnych rozmiarach. Wykonane zostały z wysokiej jakości stali malowanej w trzech wariantach kolorystycznych: szczotkowanego niklu, szczotkowanego mosiądzu oraz czarnym. W lampach zastosowano moduł LED, który doskonale oświetli pomieszczenie światłem o białej, ciepłej barwie 3000K. W kolekcji znajdziemy okręgi o średnicy 120cm, 100cm, 80cm, 60cm oraz 40cm, dzięki czemu każdy dopasuje CIRCLE do swojego pomieszczenia. Zwis idealnie odnajdzie się w przestrzeniach domowych jak i komercyjnych.",LAMPY WISZĄCE RINGI LED,"209,5 cm",80 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca CIRCLE 80 nikiel ST-8848-80 - Step Into Design,ST-8848-80 nickel,1999.00,10,https://polskielampy.pl/images/STEPINTO/mini/450px_ST-8848-80 nickel.jpg,"Lampa wisząca stylowa CIRCLE 80 ST-8848-80 - Step Into Design, jest to propozycja dla ludzi ceniących sobie nowoczesny i prosty styl. Seria CIRCLE w swojej ofercie posiada zwisy w kształcie okręgu o różnych rozmiarach. Wykonane zostały z wysokiej jakości stali malowanej w trzech wariantach kolorystycznych: szczotkowanego niklu, szczotkowanego mosiądzu oraz czarnym. W lampach zastosowano moduł LED, który doskonale oświetli pomieszczenie światłem o białej, ciepłej barwie 3000K. W kolekcji znajdziemy okręgi o średnicy 120cm, 100cm, 80cm, 60cm oraz 40cm, dzięki czemu każdy dopasuje CIRCLE do swojego pomieszczenia. Zwis idealnie odnajdzie się w przestrzeniach domowych jak i komercyjnych.",LAMPY WISZĄCE RINGI LED,"209,5 cm",80 cm,Materiał:Metal   Kolor:Srebrny   Trzonek:Moduł LED   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca CIRCLE nikiel ST-8848-60+80+80 - Step Into Design,ST-8848-60+80+80 nickel,5499.00,4,https://polskielampy.pl/images/STEPINTO/mini/450px_ST-8848-60+80+80 nickel.jpg,"Lampy Step Into Design to propozycja dla osób szukających nowoczesnych i designerskich rozwiązań w swoim domu, niebanalne wzory lamp nadają wnętrzu charakter.",LAMPY WISZĄCE RINGI LED,206 cm,60/80/80,Materiał:Metal   Kolor:Srebrny   Trzonek:Moduł LED   Moc żarówkiL112W   Napięcie zasilaniaL230V   Ilość żarówekL3 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca Dolcedo 2 63050/B - ONE Light,63050/B,1981.00,10,https://polskielampy.pl/images/ONELIGHT/mini/450px_63050-B.jpg,63050/B czarna dekoracyjna lampa LED 3000K 40W ; zasilacz 24V w zestawie,LAMPY WISZĄCE RINGI LED,,70 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca Dolcedo 2 63050/W - ONE Light,63050/W,1981.00,10,https://polskielampy.pl/images/ONELIGHT/mini/450px_63050-W.jpg,63050/W biała dekoracyjna lampa LED 3000K 40W ; zasilacz 24V w zestawie,LAMPY WISZĄCE RINGI LED,,70 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca Dolcedo 63048/B - ONE Light,63048/B,1347.00,10,https://polskielampy.pl/images/ONELIGHT/mini/450px_63048-B.jpg,63048/B czarn dekoracyjna lampa  LED 3000K 19W ; zasilacz 24V w zestawie,LAMPY WISZĄCE RINGI LED,,60 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL19W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca Dolcedo 63048/C - ONE Light,63048/C,1347.00,10,https://polskielampy.pl/images/ONELIGHT/mini/450px_63048-C.jpg,63048/C dekoracyjna lampa w kolorze chrom LED 3000K 19W ; zasilacz 24V w zestawie,LAMPY WISZĄCE RINGI LED,,60 cm,Materiał:Metal   Kolor:Chrom   Trzonek:Moduł LED   Moc żarówkiL19W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca Dolcedo 63048/W - ONE Light,63048/W,1347.00,10,https://polskielampy.pl/images/ONELIGHT/mini/450px_63048-W.jpg,63048/W biała dekoracyjna lampa LED 3000K 19W ; zasilacz 24V w zestawie,LAMPY WISZĄCE RINGI LED,,60 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL19W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca ETERNITY 72969- Endon,72969/END,3192.00,10,https://polskielampy.pl/images//Endon/2019/mini/450px_72969.jpg,"Lampa wisząca ETERNITY 72969to połączenie oryginalności z niebanalnym stylem. Brytyjski producentEndonoferuje nowoczesny design, interesujące wzornictwo z najlepszą jakością. Wyrafinowana forma w srebrnym kolorze z dekoracyjnymi kryształkami nada niesamowitego efektu wizualnego zachwycając szlachetnością i klasą. Dodatkową zaletą jest możliwość regulacji wysokości ułatwiając dopasowanie oprawy do pomieszczenia i indywidualnych potrzeb. Zintegrowane źródło światła typu LED gwarantuje niebywale efektowne oświetlenie i energooszczędność. Lampa wiszącaEternitydoskonale sprawdzi się w przestrzeni domowej czy komercyjnej.",LAMPY WISZĄCE RINGI LED,177 cm,70 cm,Materiał:Metal   Kolor:Srebrny   Trzonek:Moduł LED   Moc żarówkiL   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca ETERNITY 74729- Endon,74729/END,2902.00,10,https://polskielampy.pl/images//Endon/2019/mini/450px_74729.jpg,"Lampa wisząca ETERNITY 74729to połączenie oryginalności z niebanalnym stylem. Brytyjski producentEndonoferuje nowoczesny design, interesujące wzornictwo z najlepszą jakością. Wyrafinowana forma w srebrnym kolorze z dekoracyjnymi kryształkami nada niesamowitego efektu wizualnego zachwycając szlachetnością i klasą. Dodatkową zaletą jest możliwość regulacji wysokości ułatwiając dopasowanie oprawy do pomieszczenia i indywidualnych potrzeb. Zintegrowane źródło światła typu LED gwarantuje niebywale efektowne oświetlenie i energooszczędność. Lampa wiszącaEternitydoskonale sprawdzi się w przestrzeni domowej czy komercyjnej.",LAMPY WISZĄCE RINGI LED,200 cm,50 cm,Materiał:Metal   Kolor:Srebrny   Trzonek:Moduł LED   Moc żarówkiL   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca GEN 79944- Endon,79944/END,1708.00,10,https://polskielampy.pl/images//Endon/2019/mini/450px_79944.jpg,"Lampa wisząca GEN 79944to połączenie estetyki z komfortem użytkowania i funkcjonalnością. Niebywale ceniony, brytyjski producentEndonoferuje profesjonalne wykonanie i najlepszą jakość z oryginalnym stylem. Modernistyczna forma w szlachetnej kolorystyce nie jest tylko źródłem światła, ale także przyciągającą uwagę dekoracją wnętrza zapewniającą przyjemną atmosferę w pomieszczeniu. Zintegrowane źródło światła typu LED gwarantuje niezwykle efektowne oświetlenie i energooszczędność. Lampa wiszącaGendoskonale rozświetli kuchnię, jadalnię czy pokój dzienny.",LAMPY WISZĄCE RINGI LED,120 cm,60 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca Kapsala 62180NB/B/W - ONE Light,62180NB/B/W,2535.00,10,https://polskielampy.pl/images/ONELIGHT/mini/450px_62180NB-B.jpg,62180NB/B/W czarna lampa wisząca LED 3000K 80W; zasilacz 1000mA w zestawie,LAMPY WISZĄCE RINGI LED,150 cm,78 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL38W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca Kapsala 62180NB/W/W - ONE Light,62180NB/W/W,2535.00,10,https://polskielampy.pl/images/ONELIGHT/mini/450px_62180NB-W.jpg,62180NB/W/W biała lampa wisząca LED 3000K 80W; zasilacz 1000mA w zestawie,LAMPY WISZĄCE RINGI LED,150 cm,78 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL38W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
