name,catalognumber,price,inInventory,picture,description,category,Wysokość,Szerokość,Specyfikacja
Oprawa sufitowa POLYGON CL 1L 20067-AL - Zuma Line,003064-007918,67.00,10,https://polskielampy.pl/images//ZumaLine/2019/mini/450px_20067-al.jpg,"Oprawa sufitowa POLYGON to połączenie estetyki z komfortem użytkowania i funkcjonalnością. Oryginalny, sześciokątny kształt dodaje niezwykłej elegancji. Z łatwością dopasuje się do nowoczesnych i designerskich aranżacji. Srebrna barwa dodaje subtelności i wdzięku. Geometryczna bryła pozwala na łączenie lamp w większych pomieszczeniach nie wyglądając przy tym przytłaczająco. Idealnie nada się do pomieszczeń biurowych czy domowych.",SPOTY SUFITOWE,15 cm,"12,7 cm",Materiał:Metal   Kolor:Srebrny   Trzonek:GU10   Moc żarówkiL50W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa POLYGON CL R 20077-AL- Zuma Line,003064-007851,75.00,10,https://polskielampy.pl/images/ZumaLine/2018/mini/450px_20077-al.jpg,"Oprawa sufitowa POLYGON charakteryzuje się innowacyjnym pomysłem z nowoczesną formą i precyzyjnym wykonaniem. Oryginalny, sześciokątny kształt dodaje niezwykłej elegancji. Z łatwością dopasuje się do nowoczesnych i tradycyjnych aranżacji. Srebrny kolor dodaje uniwersalności i wyjątkowego klimatu. Istotną zaletą jest możliwość regulowania kąta padania strumienia światła. Idealnie nada się do pomieszczeń biurowych czy domowych.",SPOTY SUFITOWE,12 cm,"12,7 cm",Materiał:Metal   Kolor:Srebrny   Trzonek:GU10   Moc żarówkiL50W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa QUADRO 89200-WH -Zuma Line,003064-001152,119.00,10,https://polskielampy.pl/images/ZumaLine/2017/mini/450px_89200-WH.jpg,"Oprawa sufitowa QUADRO to propozycja uniwersalnego oświetlenia. Aluminiowy, tradycyjny spot jest montowany bezpośrednio przy suficie. Kształt prostopadłościanu i uniwersalna biała barwa dodają mu nowoczesnego charakteru. Dodatkowym atutem jest możliwość regulacji kąta padania strumienia światła dodając funkcjonalności. Idealnie wpasuje się do przestrzeni prywatnych czy biur.",SPOTY SUFITOWE,"12,5 cm","9,6 cm",Materiał:Metal   Kolor:Biały   Trzonek:GU10   Moc żarówkiL50W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa QUADRY SL 1 20039-BK - Zuma Line,003064-000970,99.00,10,https://polskielampy.pl/images//ZumaLine/2017/mini/450px_20039-BK.jpg,"Oprawa sufitowa QUADRYto połączenie estetyki z komfortem użytkowania i funkcjonalnością. Charakteryzuje się ciekawym kształtem w kolorze czarnym dodającym wyjątkowego klimatu i charakteru. Nowoczesna konstrukcja z metalu emituje ciepły, jasny blask tworząc niesamowicie przyjemną atmosferę pomieszczenia.Ten minimalistyczny kształt idealnie nada się do salonu czy pomieszczeń biurowych.",SPOTY SUFITOWE,"10,5 cm",10 cm,Materiał:Metal   Kolor:Czarny   Trzonek:GU10   Moc żarówkiL50W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa QUADRY SL 1 20039-WH - Zuma Line,003064-000901,99.00,10,https://polskielampy.pl/images//ZumaLine/2017/mini/450px_20039-WH.jpg,"Oprawa sufitowa QUADRY to połączenie estetyki z komfortem użytkowania i funkcjonalnością. Charakteryzuje się ciekawym kształtem w kolorze białym dodającym subtelności. Nowoczesna konstrukcja z metalu emituje ciepły, jasny blask tworząc niesamowicie przyjemną atmosferę pomieszczenia. Ten minimalistyczny kształt idealnie nada się do salonu czy pomieszczeń biurowych.",SPOTY SUFITOWE,"10,5 cm",10 cm,Materiał:Metal   Kolor:Biały   Trzonek:GU10   Moc żarówkiL50W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa QUBY ACGU10-130 - Zuma Line,003064-009285,51.30,10,https://polskielampy.pl/images//ZumaLine/2019/mini/450px_acgu10-130.jpg,Oprawa sufitowa QUBY to połączenie pomysłowości z prostotą i dokładnością wykonania. Geometryczny kształt dodaje oryginalności i klasyki wnętrzu. Wyjątkowo uniwersalna lampa w kolorze białym dodającym subtelności nada się do nowoczesnych aranżacji. Elegancki i minimalistyczny design doskonale sprawdzi się w przestrzeni domowej czy biurowej.,SPOTY SUFITOWE,13 cm,"8,3 cm",Materiał:Metal   Kolor:Biały   Trzonek:GU10   Moc żarówkiL50W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa QUBY ACGU10-131 - Zuma Line,003064-009286,64.00,10,https://polskielampy.pl/images//ZumaLine/2019/mini/450px_acgu10-131.jpg,Oprawa sufitowa QUBY to połączenie pomysłowości z prostotą i dokładnością wykonania. Geometryczny kształt dodaje oryginalności i klasyki wnętrzu. Wyjątkowo uniwersalna lampa w kolorze czarnym dodającym klimatu nada się do nowoczesnych aranżacji. Elegancki i minimalistyczny design doskonale sprawdzi się w przestrzeni domowej czy biurowej.,SPOTY SUFITOWE,13 cm,"8,3 cm",Materiał:Metal   Kolor:Czarny   Trzonek:GU10   Moc żarówkiL50W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa RONDOC SL 1 20038-BK - Zuma Line,003064-000915,79.00,10,https://polskielampy.pl/images/!!!!!!!ZUMAA/rondo/mini/450px_RONDOC 20038-BK.jpg,Oprawa sufitowa RONDOC charakteryzuje sięsię prostą formą i dokładnością wykonania. Ciekawy kształtem walca w kolorze czarnym doda wyjątkowego klimatu i charakteru. Idealnie wpasuje się w jasne lub minimalistyczne aranżacje dla kontrastu wnętrza. Lampa podkreśla nowoczesny charakter i klimat pomieszczeniaTen minimalistyczny kształt doskonale nada się do salonu czy pomieszczeń biurowych.,SPOTY SUFITOWE,"11,5 cm","9,3 cm",Materiał:Metal   Kolor:Czarny   Trzonek:GU10   Moc żarówkiL50W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa RONDOC SL 1 20038-WH - Zuma Line,003064-000902,79.00,10,https://polskielampy.pl/images/!!!!!!!ZUMAA/rondo/mini/450px_RONDOC 20038-WH.jpg,Oprawa sufitowa RONDOC charakteryzuje się się prostą formą i dokładnością wykonania. Ciekawy kształtem walca w kolorze białym doda wyjątkowej subtelności i wdzięku. Idealnie wpasuje się w ciemniejsze lub minimalistyczne aranżacje dla kontrastu wnętrza. Lampa podkreśla nowoczesny charakter i klimat pomieszczenia Ten minimalistyczny kształt doskonale nada się do salonu czy pomieszczeń biurowych.,SPOTY SUFITOWE,"11,5 cm","9,3 cm",Materiał:Metal   Kolor:Biały   Trzonek:GU10   Moc żarówkiL50W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa RONDOO 44805 - Zuma Line,003064-001144,89.00,10,https://polskielampy.pl/images/!!!!!!!ZUMAA/rondo/mini/450px_RONDOO SL 1 44805.jpg,"Oprawa sufitowa RONDO charakteryzuje się wyszukanym stylem i dobrą jakością. Oprawa jest wykonana z aluminium w kolorze białym, srebrnym oraz czarnym. Każda wyróżnia się srebrnymi elementami, które nadają ekskluzywnego wyglądu. Zaletą jest możliwość regulowania kierunku źródła światła, również jako instalacje świetlne.",SPOTY SUFITOWE,"12,5 cm","9,6 cm",Materiał:Metal   Kolor:Srebrny   Trzonek:GU10   Moc żarówkiL50W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa RONDOO 45519 - Zuma Line,003064-001145,89.00,10,https://polskielampy.pl/images/!!!!!!!ZUMAA/2020/mini/450px_RONDOO45519.jpg,"Oprawa sufitowa RONDO to prosta i klasyczna oprawa techniczna. Zaletą jest możliwość regulacji kąta padania światła. Dzięki swoim niewielkim kształtom doskonale wkomponuje się w każde, nawet małe wnętrze.",SPOTY SUFITOWE,"12,5 cm","9,6 cm",Materiał:Metal   Kolor:Biały   Trzonek:GU10   Moc żarówkiL50W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa RONDOO 89201 - Zuma Line,003064-001143,89.00,10,https://polskielampy.pl/images/!!!!!!!ZUMAA/rondo/mini/450px_RONDOO SL 1 89201.jpg,"Oprawa sufitowa RONDO to nowoczesny design, niska waga i klasyczne doświetlenie wnętrz. Nieskazitelność oprawy podkreśla możliwość regulacji kierunku padania światła, precyzyjnie rozjaśniając wybrany punkt. Czarny kolor produktu dodaje elegancji i klasyki.",SPOTY SUFITOWE,"12,5 cm","9,6 cm",Materiał:Metal   Kolor:Czarny   Trzonek:GU10   Moc żarówkiL50W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa RONDUO SL ACGU10-063 - Zuma Line,003064-009292,99.00,8,https://polskielampy.pl/images//ZumaLine/2019/mini/450px_acgu10-063.jpg,"Oprawa sufitowa RONDUO to połączenie minimalizmu z nowoczesnością. Wykonana w czarnym kolorze nadaje luksusowego wyglądu. Skutecznie oświetli mniejsze przestrzenie dodając im blasku i niesamowitej atmosfery. Sprawdzi się jako pojedyncze źródło światła, także jako instalacja świetlna. Idealnie nada się do minimalistycznych wnętrz.",SPOTY SUFITOWE,11 cm,6 cm,Materiał:Metal   Kolor:Czarny   Trzonek:GU10   Moc żarówkiL50W   Napięcie zasilaniaL230V   Ilość żarówekL2 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa RUNO SL AC-GU10-063 - LightMax,AC-GU10-063,81.25,2,https://polskielampy.pl/images//ZumaLine/2019/mini/450px_acgu10-063.jpg,"Oprawa sufitowa RONDOU to połączenie minimalizmu z nowoczesnością. Wykonana w czarnym kolorze nadaje luksusowego wyglądu. Skutecznie oświetli mniejsze przestrzenie dodając im blasku i niesamowitej atmosfery. Sprawdzi się jako pojedyncze źródło światła, także jako instalacja świetlna. Idealnie nada się do minimalistycznych wnętrz.",SPOTY SUFITOWE,11 cm,6 cm,Materiał:Metal   Kolor:Czarny   Trzonek:GU10   Moc żarówkiL50W   Napięcie zasilaniaL230V   Ilość żarówekL2 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Plafon MISTRAL wentylator wiatrak + Pilot ML6092 - Milagro,ML6092/Milagro,399.00,10,https://polskielampy.pl/images/milagro2017/mini/450px_ML6092.jpg,"Doskonała nowoczesna plafoniera z funkcją wentylatora. Plafoniera MISTRALML6092to nowoczesna lampa o kompaktowych wymiarach: jej średnica wynosi 40 cm, a wysokość ma 19 cm. Model ten został wyposażony w praktyczny wentylator o mocy 25 W, który będzie przydatny szczególnie podczas ciepłych, letnich dni. Lampą można sterować za pomocą pilota. Dzięki niemu możliwa jest zmiana barwy światła lampy, jej ściemnianie, a także regulacja mocy wentylatora. Przy tym modelu jest także możliwość rotacji wstecznej wentylatora. Plafoniera ma mleczny klosz, z którym kontrastuje czarna, wewnętrzna część tego oświetlenia. Model MISTRAL jest wypukły, co zwraca uwagę i jednocześnie sprawia, że plafoniera staje jednym z wiodących elementów wystroju wnętrza. Uniwersalna kolorystyka tego modelu i jego minimalistyczny design sprawiają, że lampa będzie świetnie wyglądać w połączeniu z bielą, szarością, czernią, jak i z wyrazistymi kolorami, jak chociażby czerwony. Plafoniera MISTRAL od marki MiLAGRO została objęta gwarancją producenta, która trwa 24 miesiące. Klosz transparentnyPlafon sprawdzi się przede wszystkim w upalne dni. Ale można z niego korzystać cały rok powodując ruch powietrza w swoich wnętrzach. Nowoczesna lampa designerska z funkcyjnym pilotem sprawdzi się jako doskonałe oświetlenie, wentylator oraz wspaniała dekoracja do nowoczesnych wnętrz w designerskim stylu",LAMPY I WENTYLATORY,18,40,Materiał:Metal   Kolor:Przezroczysty   Trzonek:Moduł LED   Moc żarówkiL45W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLNie   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Wentylator ANTIBES biały/brązowy 35069 - Eglo,35069/Eglo,1299.90,10,https://polskielampy.pl/images/EGLO/mini/450px_35069.jpg,"Wentylator ANTIBES 35069- Eglo,renomowanego producenta oświetlenia wewnętrznego i zewnętrznego EGLO. Podstawa w kolorze białym wykonana ze stali i łopaty w kolorze brązowym z tworzywa sztucznego. Nowoczesny wygląd i precyzyjne wykończenie sprawia, że jest to idealna opcja dla osób ceniących sobie nowoczesny, a zarazem prosty wygląd. W zestawie znajdziemy wentylator jak i pilot sterujący urządzeniem co da użytkownikowi dużą wygodę w użytkowaniu. Wiatrak posiada wiele funkcji takich jak:Pięć poziomów prędkości - co daje możliwość regulacji siły wiatru w zależności od potrzeb.Ciepło/Zimno - dzięki czemu wiatrak spełni zadania w lecie jak i w zimie.Możliwość automatycznego wyłączenia wiatraka po 1/4/8 godzinach pracy.",LAMPY I WENTYLATORY,30 cm,132 cm,Materiał:Metal   Kolor:Biały   Trzonek:   Moc żarówkiL   Napięcie zasilaniaL230V   Ilość żarówekL Kompatybilna z LEDL   Źródło światła w komplecieL   Klasa szczelnościLIP20
Wentylator ANTIBES czarny 35017 - Eglo,35017/Eglo,1899.90,10,https://polskielampy.pl/images/EGLO/mini/450px_35017.jpg,"Wentylator ANTIBES 35017- Eglo,renomowanego producenta oświetlenia wewnętrznego i zewnętrznego EGLO. Wiatrak w kolorze czarnym wykonany ze stali i tworzywa sztucznego. Nowoczesny wygląd i precyzyjne wykończenie sprawia, że jest to idealna opcja dla osób ceniących sobie nowoczesny, a zarazem prosty wygląd. W zestawie znajdziemy wentylator jak i pilot sterujący urządzeniem co da użytkownikowi dużą wygodę w użytkowaniu. Wiatrak posiada wiele funkcji takich jak:Pięć poziomów prędkości - co daje możliwość regulacji siły wiatru w zależności od potrzeb.Ciepło/Zimno - dzięki czemu wiatrak spełni zadania w lecie jak i w zimie.Możliwość automatycznego wyłączenia wiatraka po 1/4/8 godzinach pracy.Moduł LED o mocy 18W i barwie światła 4000K",LAMPY I WENTYLATORY,30 cm,132 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL18W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Wentylator ANTIBES czarny/brązowy 35072 - Eglo,35072/Eglo,1299.90,10,https://polskielampy.pl/images/EGLO/mini/450px_35072.jpg,"Wentylator ANTIBES 35072- Eglo,renomowanego producenta oświetlenia wewnętrznego i zewnętrznego EGLO. Podstawa w kolorze czarnym wykonana ze stali i łopaty w kolorze brązowym z tworzywa sztucznego. Nowoczesny wygląd i precyzyjne wykończenie sprawia, że jest to idealna opcja dla osób ceniących sobie nowoczesny, a zarazem prosty wygląd. W zestawie znajdziemy wentylator jak i pilot sterujący urządzeniem co da użytkownikowi dużą wygodę w użytkowaniu. Wiatrak posiada wiele funkcji takich jak:Pięć poziomów prędkości - co daje możliwość regulacji siły wiatru w zależności od potrzeb.Ciepło/Zimno - dzięki czemu wiatrak spełni zadania w lecie jak i w zimie.Możliwość automatycznego wyłączenia wiatraka po 1/4/8 godzinach pracy.",LAMPY I WENTYLATORY,30 cm,132 cm,Materiał:Metal   Kolor:Czarny   Trzonek:   Moc żarówkiL   Napięcie zasilaniaL230V   Ilość żarówekL Kompatybilna z LEDL   Źródło światła w komplecieL   Klasa szczelnościLIP20
Wentylator ANTIBES czarny/brązowy 35073 - Eglo,35073/Eglo,1699.90,10,https://polskielampy.pl/images/EGLO/mini/450px_35073.jpg,"Wentylator ANTIBES 35073- Eglo,renomowanego producenta oświetlenia wewnętrznego i zewnętrznego EGLO. Podstawa w kolorze czarnym wykonana ze stali i łopaty w kolorze brązowym z tworzywa sztucznego. Nowoczesny wygląd i precyzyjne wykończenie sprawia, że jest to idealna opcja dla osób ceniących sobie nowoczesny, a zarazem prosty wygląd. W zestawie znajdziemy wentylator jak i pilot sterujący urządzeniem co da użytkownikowi dużą wygodę w użytkowaniu. Wiatrak posiada wiele funkcji takich jak:Pięć poziomów prędkości - co daje możliwość regulacji siły wiatru w zależności od potrzeb.Ciepło/Zimno - dzięki czemu wiatrak spełni zadania w lecie jak i w zimie.Możliwość automatycznego wyłączenia wiatraka po 1/4/8 godzinach pracy.Moduł LED o mocy 18W i barwie światła 4000K",LAMPY I WENTYLATORY,33 cm,132 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL18W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Wentylator AZAR 60 czarny 35019 - Eglo,35019/Eglo,2299.90,10,https://polskielampy.pl/images/EGLO/mini/450px_35019.jpg,"Wentylator AZAR 6035019- Eglo,renomowanego producenta oświetlenia wewnętrznego i zewnętrznego EGLO. Wiatrak w kolorze czarnym wykonany ze stali. Nowoczesny wygląd i precyzyjne wykończenie sprawia, że jest to idealna opcja dla osób ceniących sobie nowoczesny, a zarazem prosty wygląd. W zestawie znajdziemy wentylator jak i pilot sterujący urządzeniem co da użytkownikowi dużą wygodę w użytkowaniu. Wiatrak posiada wiele funkcji takich jak:Pięć poziomów prędkości - co daje możliwość regulacji siły wiatru w zależności od potrzeb.Ciepło/Zimno - dzięki czemu wiatrak spełni zadania w lecie jak i w zimie.Możliwość automatycznego wyłączenia wiatraka po 2/4/8 godzinach pracy.",LAMPY I WENTYLATORY,"41,3 cm","152,4 cm",Materiał:Metal   Kolor:Czarny   Trzonek:   Moc żarówkiL   Napięcie zasilaniaL230V   Ilość żarówekL Kompatybilna z LEDL   Źródło światła w komplecieL   Klasa szczelnościLIP20
Wentylator AZAR 60 nikiel satynowy 35021 - Eglo,35021/Eglo,2299.90,10,https://polskielampy.pl/images/EGLO/mini/450px_35021.jpg,"Wentylator AZAR 6035021- Eglo,renomowanego producenta oświetlenia wewnętrznego i zewnętrznego EGLO. Wiatrak w kolorze satynowym niklu wykonany ze stali. Nowoczesny wygląd i precyzyjne wykończenie sprawia, że jest to idealna opcja dla osób ceniących sobie nowoczesny, a zarazem prosty wygląd. W zestawie znajdziemy wentylator jak i pilot sterujący urządzeniem co da użytkownikowi dużą wygodę w użytkowaniu. Wiatrak posiada wiele funkcji takich jak:Pięć poziomów prędkości - co daje możliwość regulacji siły wiatru w zależności od potrzeb.Ciepło/Zimno - dzięki czemu wiatrak spełni zadania w lecie jak i w zimie.Możliwość automatycznego wyłączenia wiatraka po 2/4/8 godzinach pracy.",LAMPY I WENTYLATORY,"41,3 cm","152,4 cm",Materiał:Metal   Kolor:Srebrny   Trzonek:   Moc żarówkiL   Napięcie zasilaniaL230V   Ilość żarówekL Kompatybilna z LEDL   Źródło światła w komplecieL   Klasa szczelnościLIP20
Wentylator BONDI 1 biały 35088 - Eglo,35088/Eglo,1049.90,10,https://polskielampy.pl/images/EGLO/mini/450px_35088.jpg,"Wentylator BONDI 135088- Eglo,renomowanego producenta oświetlenia wewnętrznego i zewnętrznego EGLO. Wiatrak w kolorze białym wykonany ze stali i tworzywa sztucznego. Nowoczesny wygląd i precyzyjne wykończenie sprawia, że jest to idealna opcja dla osób ceniących sobie nowoczesny, a zarazem prosty wygląd. W zestawie znajdziemy wentylator jak i pilot sterujący urządzeniem co da użytkownikowi dużą wygodę w użytkowaniu. Wiatrak posiada wiele funkcji takich jak:Trzy poziomy prędkości - co daje możliwość regulacji siły wiatru w zależności od potrzeb.Ciepło/Zimno - dzięki czemu wiatrak spełni zadania w lecie jak i w zimie.Możliwość automatycznego wyłączenia wiatraka po 2/4/8 godzinach pracy.",LAMPY I WENTYLATORY,"31,6 cm",122 cm,Materiał:Tworzywo sztuczne   Kolor:Biały   Trzonek:   Moc żarówkiL   Napięcie zasilaniaL230V   Ilość żarówekL Kompatybilna z LEDL   Źródło światła w komplecieL   Klasa szczelnościLIP20
